date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:52:49	81989/81989	---M--	200	added ('OK')	image/jpeg	etag:%222301203-14045-575f4e7dc5580%22	http://smartitsource.com/utrun/html/assets/images/latest-blog/2.jpg	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/images/latest-blog/2.jpg	(from http://smartitsource.com/utrun/html/index.php)
21:52:52	85190/85190	---M--	200	added ('OK')	image/jpeg	etag:%222301202-14cc6-575f4e874ec00%22	http://smartitsource.com/utrun/html/assets/images/latest-blog/3.jpg	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/images/latest-blog/3.jpg	(from http://smartitsource.com/utrun/html/index.php)
21:52:53	86927/86927	---M--	200	added ('OK')	application/javascript	date:Wed,%2004%20Jul%202018%2016:58:20%20GMT	http://smartitsource.com/utrun/html/assets/js/vendor/jquery-3.3.1.min.js	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/js/vendor/jquery-3.3.1.min.js	(from http://smartitsource.com/utrun/html/index.php)
21:52:54	48944/48944	---M--	200	added ('OK')	application/javascript	date:Thu,%2018%20Jan%202018%2016:29:48%20GMT	http://smartitsource.com/utrun/html/assets/js/bootstrap.min.js	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/js/bootstrap.min.js	(from http://smartitsource.com/utrun/html/index.php)
21:52:54	13287/13287	---M--	200	added ('OK')	application/javascript	date:Sat,%2028%20Jul%202018%2013:03:48%20GMT	http://smartitsource.com/utrun/html/assets/js/aos.js	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/js/aos.js	(from http://smartitsource.com/utrun/html/index.php)
21:52:54	3671/3671	---M--	200	added ('OK')	application/javascript	date:Mon,%2024%20Sep%202018%2015:41:34%20GMT	http://smartitsource.com/utrun/html/assets/js/tab.js	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/js/tab.js	(from http://smartitsource.com/utrun/html/index.php)
21:52:55	44342/44342	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Apr%202018%2010:49:48%20GMT	http://smartitsource.com/utrun/html/assets/js/owl.carousel.min.js	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/js/owl.carousel.min.js	(from http://smartitsource.com/utrun/html/index.php)
21:52:55	4913/4913	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Oct%202018%2013:53:34%20GMT	http://smartitsource.com/utrun/html/assets/js/main.js	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/js/main.js	(from http://smartitsource.com/utrun/html/index.php)
21:52:55	9106/9106	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222301266-2392-575f3b747ec00%22	http://smartitsource.com/utrun/html/assets/icon-fonts/Flaticon.eot	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/icon-fonts/Flaticon.eot	(from http://smartitsource.com/utrun/html/assets/icon-fonts/flaticon.css)
21:52:56	9106/9106	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222301266-2392-575f3b747ec00%22	http://smartitsource.com/utrun/html/assets/icon-fonts/Flaticon.eot?	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/icon-fonts/Flaticond41d.eot	(from http://smartitsource.com/utrun/html/assets/icon-fonts/flaticon.css)
21:52:57	5832/5832	---M--	200	added ('OK')	font/woff	etag:%222301277-16c8-575f3b747ec00%22	http://smartitsource.com/utrun/html/assets/icon-fonts/Flaticon.woff	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/icon-fonts/Flaticon.woff	(from http://smartitsource.com/utrun/html/assets/icon-fonts/flaticon.css)
21:52:58	8928/8928	---M--	200	added ('OK')	font/ttf	etag:%222301279-22e0-575f3b747ec00%22	http://smartitsource.com/utrun/html/assets/icon-fonts/Flaticon.ttf	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/icon-fonts/Flaticon.ttf	(from http://smartitsource.com/utrun/html/assets/icon-fonts/flaticon.css)
21:53:00	60909/60909	---M--	200	added ('OK')	image/svg+xml	etag:%222301278-eded-575f3b747ec00%22	http://smartitsource.com/utrun/html/assets/icon-fonts/Flaticon.svg	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/icon-fonts/Flaticon.svg	(from http://smartitsource.com/utrun/html/assets/icon-fonts/flaticon.css)
21:53:03	34544/34544	---M--	200	added ('OK')	font/woff2	etag:%22230122b-86f0-57582a612c700%22	http://smartitsource.com/utrun/html/assets/web-fonts/sf-pro-display-bold-webfont.woff2	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/web-fonts/sf-pro-display-bold-webfont.woff2	(from http://smartitsource.com/utrun/html/assets/web-fonts/fonts.css)
21:53:07	42344/42344	---M--	200	added ('OK')	font/woff	etag:%222301243-a568-57582a612c700%22	http://smartitsource.com/utrun/html/assets/web-fonts/sf-pro-display-bold-webfont.woff	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/web-fonts/sf-pro-display-bold-webfont.woff	(from http://smartitsource.com/utrun/html/assets/web-fonts/fonts.css)
21:53:07	36096/36096	---M--	200	added ('OK')	font/woff2	etag:%222301247-8d00-57582a612c700%22	http://smartitsource.com/utrun/html/assets/web-fonts/sf-pro-display-medium-webfont.woff2	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/web-fonts/sf-pro-display-medium-webfont.woff2	(from http://smartitsource.com/utrun/html/assets/web-fonts/fonts.css)
21:53:09	29236/29236	---M--	200	added ('OK')	font/woff2	etag:%222301245-7234-57582a612c700%22	http://smartitsource.com/utrun/html/assets/web-fonts/sf-pro-display-regular-webfont.woff2	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/web-fonts/sf-pro-display-regular-webfont.woff2	(from http://smartitsource.com/utrun/html/assets/web-fonts/fonts.css)
21:53:10	44192/44192	---M--	200	added ('OK')	font/woff	etag:%222301231-aca0-57582a612c700%22	http://smartitsource.com/utrun/html/assets/web-fonts/sf-pro-display-medium-webfont.woff	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/web-fonts/sf-pro-display-medium-webfont.woff	(from http://smartitsource.com/utrun/html/assets/web-fonts/fonts.css)
21:53:12	36152/36152	---M--	200	added ('OK')	font/woff	etag:%222301241-8d38-57582a612c700%22	http://smartitsource.com/utrun/html/assets/web-fonts/sf-pro-display-regular-webfont.woff	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/web-fonts/sf-pro-display-regular-webfont.woff	(from http://smartitsource.com/utrun/html/assets/web-fonts/fonts.css)
21:53:13	35996/35996	---M--	200	added ('OK')	font/woff2	etag:%22230122d-8c9c-57582a612c700%22	http://smartitsource.com/utrun/html/assets/web-fonts/sf-pro-display-semibold-webfont.woff2	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/web-fonts/sf-pro-display-semibold-webfont.woff2	(from http://smartitsource.com/utrun/html/assets/web-fonts/fonts.css)
21:53:16	44316/44316	---M--	200	added ('OK')	font/woff	etag:%22230122e-ad1c-57582a612c700%22	http://smartitsource.com/utrun/html/assets/web-fonts/sf-pro-display-semibold-webfont.woff	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/web-fonts/sf-pro-display-semibold-webfont.woff	(from http://smartitsource.com/utrun/html/assets/web-fonts/fonts.css)
21:53:18	30258/30258	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2020:53:14%20GMT	http://smartitsource.com/utrun/html/assets/img/cd-icon-small-arrow.svg	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/img/cd-icon-small-arrow.39.delayed	(from http://smartitsource.com/utrun/html/assets/css/tab.css)
21:53:19	55259/55259	---M--	200	added ('OK')	image/png	etag:%222301216-d7db-575e0008e4080%22	http://smartitsource.com/utrun/html/assets/images/normal/table-curve1.png	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/images/normal/table-curve1.png	(from http://smartitsource.com/utrun/html/assets/css/tab.css)
21:53:19	54180/54180	---M--	200	added ('OK')	image/png	etag:%222301217-d3a4-575e11b51f280%22	http://smartitsource.com/utrun/html/assets/images/normal/table-curve2.png	C:/Users/charl/Desktop/jobco/jobco/smartitsource.com/utrun/html/assets/images/normal/table-curve2.png	(from http://smartitsource.com/utrun/html/assets/css/tab.css)
